scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.30535588755502974,0.46763340127175623,-1.12863935817623,1.24763953476016,1.12296157156471,1.10108174475925,0.210313241970923,-0.370124222090838,0.158607983134059,0.322285825290905,0.600274013472389,-0.581023843632351,0.634833410495293,-2.02327708875574,2.43341323646983,1.85140787286423,0.524700025346422,-0.508239362928449,0.914158713961464,-0.0282943853085502,-0.178216346848593,-0.0590541156341186,0.0634115399627249,0.58449501264432,0.145786270492116,0.0330505674738496,-0.0772200357397744,-0.273843508368805,0.182763452462359,0.10799811193227,0.0
-0.25512472764236827,0.1353175110170831,-1.30060458309549,0.598826086034047,1.89876370538213,-2.03331689099327,-0.115775000298162,-0.510450706994547,0.553745416404975,-0.343874607100415,2.12149886285381,-1.04731755622027,2.85635329698874,-1.97802372630782,0.503237830172684,1.66472384653192,0.57224313339786,-0.753768137655207,0.635630870157052,0.0981433015643087,0.755427611125949,-0.202394864406262,-0.307433929353351,-0.640531748596574,0.0002996975253159,0.133055486632706,-0.0756318002224723,-0.353636202142623,-0.828637702059646,-0.0999499307949063,0.0
0.15077793432807607,-0.41114361425588836,-0.455381585718243,0.465230035648089,1.47810158726041,1.21858259101119,0.393909641085395,0.0847233344761547,1.07561620350911,-0.220122721939125,-0.327279141546845,-0.225931564059396,-0.469160176406014,0.46580382098891,0.551547369197126,-0.302550677488237,-0.0332921181932299,-1.19931520662942,0.35673577419689,-0.784985423014981,0.415436868912126,0.295604341407633,0.0493602156623056,0.392739967554253,0.0676086460844903,0.106963410717195,-0.240800903263072,-0.352547977684521,0.0044055061059106,-0.0523812598440188,0.0
-0.23444734516555257,-1.0316958646373806,-0.34813085253483,0.904406427703524,0.554157713161501,1.37199853174015,-0.0945125099752983,0.21445545794952,-0.0849445017248996,0.67097755950329,-0.805617741835431,0.0663200831389288,0.762534125301873,-0.262077250419662,-1.65541126340606,1.27079276472666,1.31067800469617,-0.449733714812612,0.336680919014072,0.625684950018758,1.39153244759627,-0.0818839835747756,0.244025688069821,0.534325950155386,-0.0195737181433871,-0.333249642382985,-0.446303252718114,-0.147480686448906,0.0194213853181079,-0.0010213799026416,0.0
-0.11525737123591757,-0.2504565327969025,-1.25571165369806,0.233086760164157,1.8892663158467,-0.383876058209801,1.18470033608874,1.23869290617251,0.416418305173821,0.531286050035523,-0.351077643065113,-1.18670135496873,0.217905086314715,0.970623660589282,0.595097405872518,-0.240088868615385,0.240059115010516,-1.45253031924782,0.989396793997951,-2.63666801377631,-1.80500918994919,-0.0087580520146471,0.000313077049492,0.0969792165196053,-0.0208374311449681,-0.91127843486578,0.205187030142388,0.313960717414792,0.0452468309301705,0.0514996792389067,0.0
-0.29976324564442697,-0.7584653020008948,-0.683026986611641,1.41729352818342,0.20818683620798,0.799063227578415,-0.885585167546653,-0.782984333317401,0.0968447096720587,-0.667649871559976,1.28304090767114,1.42989834619818,-0.0939179785238882,1.1742983243955,1.16307485214579,-1.03180008142225,-0.494848753730623,-0.964304008581679,0.237571045974456,-0.817658113110956,0.464310879920603,-0.202400754566485,0.350102322596101,0.549135270436925,0.331148242039789,0.983191789472236,-0.993235659163566,0.0911409527727355,-1.97269267444449,-0.148367482644956,0.0
0.4324623755134811,1.0409799137149083,1.02534096357108,-0.70814886029557,0.941276787188562,-0.0661309376870449,-1.0518231619307,-0.0374493512681206,-0.802393518073788,-0.0368244853923156,2.18584569728837,-0.677563581431971,-0.0824550984146005,-2.53838426703175,2.29250575568191,1.09679450745013,1.00540698984493,1.1324028496672,-0.146517134839055,0.737672069792312,-0.22878299875317,0.26674239486568,0.065926254786357,0.17348485908411,-0.207172355786827,-0.399911263567289,0.0310190915457357,1.49118394203052,-0.109929536041349,0.0268954675772975,0.0
-0.2839088754574889,-1.1579946601810194,1.18948240706799,0.23724716176087,0.244980428165645,1.08182351280645,-0.165736186225655,-0.515928741258702,0.0903892407775354,-0.0477966278556346,0.107288459731055,-0.0067362204142379,-0.316970891113767,-0.179416098236253,-0.873854482121835,0.588504893033013,1.26573184298171,-0.203006577582737,-0.0986054259647289,-0.495148484846176,-0.725331635222495,-0.218716337372972,0.0488031329706088,0.168334818071118,-0.0642078138081095,0.0634600770672346,0.583806412282815,-0.29647725648481,0.0235716092170169,0.0161210646791587,0.0
4.542900253882365,1.8853686433272057,-2.22697925654433,0.662674554648051,0.773164054854454,4.01724024516229,-2.09523070419843,2.32042861694314,-3.84635690947236,-8.29762409819564,0.127650341977386,-1.17061045116957,0.122053135179916,-1.83758868331581,1.11006732666081,2.62883521983508,0.393603682039836,0.919458590005882,1.24772808151999,0.39590680196738,-0.348880090746655,1.2890968122569,-4.06688874580491,0.502739222362101,-5.65287038896132,0.700571784562345,-0.510384798545055,0.304402133356814,0.888466733002372,0.136526464732685,0.0
-0.2733392953328635,0.10530591603641647,1.01263332141644,0.185474949354416,1.85702487021728,2.62565911252334,-0.813666299592016,0.741190491502711,-1.05053604861189,0.411453901874185,1.07823173576978,0.410753502855231,2.23791207718175,-2.31050640206077,0.771147940329643,1.64748312046632,0.0059157932986931,1.16825363080345,-0.0447225115495436,0.838384788645857,-1.76631803188577,-0.24051001930767,0.167709881432258,0.665263171756178,0.0342445334981642,0.149375647706792,0.0614590992665992,0.0737273075898671,0.0246265602029036,0.02336111434784,0.0
